Carrera,Carrito,Equipo,Fecha_y_ hora_Prestamo,Fecha_y_ hora_Devolucion,Institucion,Modulo,Tipo_Dispositivo
ECONOMIA,C01,C10,10/15/24 8:58,10/15/24 11:28,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DISEÃ‘O GRAFICO,C04,L11,10/15/24 8:58,10/15/24 11:28,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L10,10/15/24 9:00,10/15/24 11:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L09,10/15/24 8:57,10/15/24 11:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C05,C06,10/15/24 8:56,10/15/24 11:26,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PROFESOR,C03,E16,10/15/24 8:54,10/15/24 11:24,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C03,E15,10/15/24 8:55,10/15/24 11:25,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C03,E14,10/15/24 8:57,10/15/24 11:27,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L18,10/15/24 8:52,10/15/24 11:22,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C03,E13,10/15/24 8:52,10/15/24 11:22,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C03,E12,10/15/24 8:57,10/15/24 11:27,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,10/15/24 8:49,10/15/24 11:19,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,10/15/24 8:50,10/15/24 11:20,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C03,E11,10/15/24 8:47,10/15/24 11:17,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L08,10/15/24 8:44,10/15/24 11:14,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,C09,10/15/24 8:42,10/15/24 11:12,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C04,C07,10/15/24 8:42,10/15/24 11:12,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PROFESOR,C04,L07,10/15/24 8:37,10/15/24 11:07,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C05,C05,10/15/24 8:38,10/15/24 11:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C01,C08,10/15/24 8:35,10/15/24 11:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DISEÃ‘O GRAFICO,C01,C07,10/15/24 8:34,10/15/24 11:04,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L05,10/15/24 8:35,10/15/24 11:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L15,10/15/24 8:33,10/15/24 11:03,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C06,10/15/24 8:29,10/15/24 10:59,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
INGENIERIA CIVIL,C04,L04,10/15/24 8:34,10/15/24 11:04,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L14,10/15/24 8:28,10/15/24 10:58,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,E10,10/15/24 8:28,10/15/24 10:58,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L13,10/15/24 8:28,10/15/24 10:58,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L12,10/15/24 8:27,10/15/24 10:57,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C05,C04,10/15/24 8:27,10/15/24 10:57,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C05,C03,10/15/24 8:30,10/15/24 11:00,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L11,10/15/24 8:25,10/15/24 10:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L10,10/15/24 8:22,10/15/24 10:52,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C03,E09,10/15/24 8:22,10/15/24 10:52,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L09,10/15/24 8:23,10/15/24 10:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PROFESOR,C03,E08,10/15/24 8:22,10/15/24 10:52,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L08,10/15/24 8:21,10/15/24 10:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L07,10/15/24 8:21,10/15/24 10:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C03,E07,10/15/24 8:20,10/15/24 10:50,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C02,T02,10/15/24 8:20,10/15/24 10:50,F.E.S. ACATLAN,Módulo 2 A-11,iPad
MATEMATICAS APLICADAS Y COMPUTACION,C02,L06,10/15/24 8:19,10/15/24 10:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L05,10/15/24 8:18,10/15/24 10:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,E06,10/15/24 8:18,10/15/24 10:48,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L04,10/15/24 8:19,10/15/24 10:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C03,E05,10/15/24 8:17,10/15/24 10:47,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
RELACIONES INTERNACIONALES,C01,C05,10/15/24 8:18,10/15/24 10:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C02,L03,10/15/24 8:14,10/15/24 10:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L02,10/15/24 8:18,10/15/24 10:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,C04,10/15/24 8:14,10/15/24 10:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
COMUNICACION,C04,C06,10/15/24 8:15,10/15/24 10:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L01,10/15/24 8:14,10/15/24 10:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L03,10/15/24 8:14,10/15/24 10:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,C03,10/15/24 8:13,10/15/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L20,10/15/24 8:13,10/15/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C03,E04,10/15/24 8:13,10/15/24 10:43,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L19,10/15/24 8:13,10/15/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L18,10/15/24 8:13,10/15/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L17,10/15/24 8:13,10/15/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L02,10/15/24 8:12,10/15/24 10:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE INGLES,C04,C05,10/15/24 8:12,10/15/24 10:42,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L01,10/15/24 8:11,10/15/24 10:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L02,10/15/24 8:11,10/15/24 10:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L16,10/15/24 8:12,10/15/24 10:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L14,10/15/24 8:12,10/15/24 10:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L13,10/15/24 8:11,10/15/24 10:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C02,10/15/24 8:11,10/15/24 10:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L12,10/15/24 8:10,10/15/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L11,10/15/24 8:10,10/15/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L10,10/15/24 8:12,10/15/24 10:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE INGLES,C04,C03,10/15/24 8:11,10/15/24 10:41,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C01,10/15/24 8:12,10/15/24 10:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C02,10/15/24 8:11,10/15/24 10:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L09,10/15/24 8:10,10/15/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L08,10/15/24 8:10,10/15/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C02,T01,10/15/24 8:08,10/15/24 10:38,F.E.S. ACATLAN,Módulo 2 A-11,iPad
MATEMATICAS APLICADAS Y COMPUTACION,C01,L07,10/15/24 8:09,10/15/24 10:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L03,10/15/24 8:09,10/15/24 10:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L06,10/15/24 8:11,10/15/24 10:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
SOCIOLOGIA,C04,C04,10/15/24 8:08,10/15/24 10:38,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L05,10/15/24 8:10,10/15/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L04,10/15/24 8:09,10/15/24 10:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,C01,10/15/24 8:10,10/15/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L01,10/15/24 8:15,10/15/24 10:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C05,L01,10/15/24 8:07,10/15/24 10:37,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
RELACIONES INTERNACIONALES,C03,E03,10/15/24 8:04,10/15/24 10:34,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C03,E02,10/15/24 8:01,10/15/24 10:31,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C03,E01,10/15/24 8:01,10/15/24 10:31,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PROFESOR,C04,C01,10/15/24 8:00,10/15/24 10:30,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L20,10/14/24 17:35,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L17,10/14/24 17:33,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L13,10/14/24 17:23,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L02,10/14/24 17:22,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L09,10/14/24 17:21,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,C05,10/14/24 17:21,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C04,C23,10/14/24 17:18,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DISEÃ‘O GRAFICO,C04,L08,10/14/24 17:17,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L01,10/14/24 17:16,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C02,T06,10/14/24 17:14,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ARQUITECTURA,C04,L07,10/14/24 17:12,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L05,10/14/24 17:12,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C22,10/14/24 17:11,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C05,C18,10/14/24 17:10,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C04,C21,10/14/24 17:12,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C01,C04,10/14/24 17:06,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C01,C03,10/14/24 17:05,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,10/14/24 17:04,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C02,10/14/24 17:04,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C02,L10,10/14/24 17:04,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C01,C01,10/14/24 17:01,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L08,10/14/24 16:59,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PROFESOR,C02,L07,10/14/24 16:56,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C02,T05,10/14/24 16:58,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,iPad
LENGUA Y LITERATURAS HISPANICAS,C04,C20,10/14/24 16:55,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C05,L17,10/14/24 16:57,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C05,L15,10/14/24 16:56,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ENSEÃ‘ANZA DE INGLES,C04,C19,10/14/24 16:49,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C05,C17,10/14/24 16:44,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C05,L14,10/14/24 16:47,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C05,C16,10/14/24 16:43,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C02,L06,10/14/24 16:42,10/14/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C04,C18,10/14/24 16:42,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C04,C17,10/14/24 16:29,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
FILOSOFIA,C04,C16,10/14/24 16:28,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C04,C15,10/14/24 16:21,10/14/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C02,L05,10/14/24 16:08,10/14/24 18:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L03,10/14/24 16:08,10/14/24 18:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,C15,10/14/24 16:08,10/14/24 18:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C02,C30,10/14/24 16:10,10/14/24 18:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L02,10/14/24 16:05,10/14/24 18:35,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
SOCIOLOGIA,C05,C14,10/14/24 16:08,10/14/24 18:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C05,C13,10/14/24 16:01,10/14/24 18:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C05,L13,10/14/24 16:01,10/14/24 18:31,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
DISEÃ‘O GRAFICO,C05,L12,10/14/24 16:03,10/14/24 18:33,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ENSEÃ‘ANZA DE INGLES,C04,C14,10/14/24 15:57,10/14/24 18:27,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C04,C13,10/14/24 15:58,10/14/24 18:28,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
SOCIOLOGIA,C04,C12,10/14/24 15:56,10/14/24 18:26,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C04,C10,10/14/24 15:55,10/14/24 18:25,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C02,C29,10/14/24 15:55,10/14/24 18:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
SOCIOLOGIA,C04,C08,10/14/24 15:53,10/14/24 18:23,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C05,L11,10/14/24 15:52,10/14/24 18:22,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C04,L04,10/14/24 15:48,10/14/24 18:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L03,10/14/24 15:57,10/14/24 18:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C05,C12,10/14/24 15:48,10/14/24 18:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L02,10/14/24 15:47,10/14/24 18:17,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L01,10/14/24 15:46,10/14/24 18:16,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L01,10/14/24 15:43,10/14/24 18:13,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
HISTORIA,C02,C28,10/14/24 15:41,10/14/24 18:11,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L29,10/14/24 15:40,10/14/24 18:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C07,10/14/24 15:36,10/14/24 18:06,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
RELACIONES INTERNACIONALES,C02,C27,10/14/24 15:35,10/14/24 18:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C04,C06,10/14/24 15:35,10/14/24 18:05,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C04,C05,10/14/24 15:31,10/14/24 18:01,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C02,L20,10/14/24 15:36,10/14/24 18:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L19,10/14/24 15:29,10/14/24 17:59,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L18,10/14/24 15:26,10/14/24 17:56,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C04,10/14/24 15:24,10/14/24 17:54,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,10/14/24 15:23,10/14/24 17:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,C26,10/14/24 15:19,10/14/24 17:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
INGENIERIA CIVIL,C02,C25,10/14/24 15:18,10/14/24 17:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
LENGUA Y LITERATURAS HISPANICAS,C05,C11,10/14/24 15:18,10/14/24 17:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,C24,10/14/24 15:17,10/14/24 17:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,C23,10/14/24 15:16,10/14/24 17:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C04,C03,10/14/24 15:16,10/14/24 17:46,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,10/14/24 15:16,10/14/24 17:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C01,10/14/24 15:15,10/14/24 17:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L26,10/14/24 15:13,10/14/24 17:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L22,10/14/24 15:13,10/14/24 17:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L15,10/14/24 15:10,10/14/24 17:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
LENGUA Y LITERATURAS HISPANICAS,C07,E04,10/14/24 15:07,10/14/24 17:37,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C07,E03,10/14/24 15:06,10/14/24 17:36,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C02,L14,10/14/24 15:02,10/14/24 17:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L21,10/14/24 15:04,10/14/24 17:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L13,10/14/24 15:06,10/14/24 17:36,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C05,C10,10/14/24 14:57,10/14/24 17:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PROFESOR,C02,L12,10/14/24 14:56,10/14/24 17:26,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L20,10/14/24 14:55,10/14/24 17:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L11,10/14/24 14:54,10/14/24 17:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C07,E02,10/14/24 14:50,10/14/24 17:20,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L19,10/14/24 14:51,10/14/24 17:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L18,10/14/24 14:48,10/14/24 17:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C05,C09,10/14/24 14:47,10/14/24 17:17,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ENSEÃ‘ANZA DE INGLES,C07,E01,10/14/24 14:47,10/14/24 17:17,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C02,C22,10/14/24 14:44,10/14/24 17:14,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L16,10/14/24 14:46,10/14/24 17:16,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C02,C21,10/14/24 14:46,10/14/24 17:16,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L15,10/14/24 14:39,10/14/24 17:09,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L14,10/14/24 14:38,10/14/24 17:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C06,E30,10/14/24 14:37,10/14/24 17:07,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L10,10/14/24 14:36,10/14/24 17:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C06,E29,10/14/24 14:35,10/14/24 17:05,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
