Carrera,Carrito,Equipo,Fecha_y_ hora_Prestamo,Fecha_y_ hora_Devolucion,Institucion,Modulo,Tipo_Dispositivo
MATEMATICAS APLICADAS Y COMPUTACION,C05,C17,10/18/24 17:30,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L17,10/18/24 17:16,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L20,10/18/24 17:17,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L18,10/18/24 17:15,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C06,E16,10/18/24 17:14,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L16,10/18/24 17:12,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L15,10/18/24 17:12,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L14,10/18/24 17:10,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO (SUA),C05,C16,10/18/24 17:09,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C06,E15,10/18/24 17:08,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L13,10/18/24 17:09,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C05,C15,10/18/24 17:03,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L14,10/18/24 17:08,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L11,10/18/24 17:00,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C06,E14,10/18/24 16:57,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C06,E13,10/18/24 16:57,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C06,E12,10/18/24 16:54,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C01,L12,10/18/24 16:53,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C06,E11,10/18/24 16:51,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO (SUA),C06,E09,10/18/24 16:50,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L09,10/18/24 16:41,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C01,C29,10/18/24 16:44,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L08,10/18/24 16:39,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C06,E08,10/18/24 16:37,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L07,10/18/24 16:38,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L04,10/18/24 16:37,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L03,10/18/24 16:30,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L02,10/18/24 16:28,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE INGLES,C06,E07,10/18/24 16:20,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L01,10/18/24 16:19,10/18/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE INGLES,C06,E06,10/18/24 16:17,10/18/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C01,L11,10/18/24 16:13,10/18/24 18:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C06,E05,10/18/24 16:01,10/18/24 18:31,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
FILOSOFIA,C06,E04,10/18/24 16:00,10/18/24 18:30,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L22,10/18/24 15:59,10/18/24 18:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L21,10/18/24 15:55,10/18/24 18:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C28,10/18/24 15:46,10/18/24 18:16,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L17,10/18/24 15:40,10/18/24 18:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C06,E03,10/18/24 15:40,10/18/24 18:10,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C06,E02,10/18/24 15:36,10/18/24 18:06,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L16,10/18/24 15:35,10/18/24 18:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C14,10/18/24 15:29,10/18/24 17:59,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C01,T04,10/18/24 15:29,10/18/24 17:59,F.E.S. ACATLAN,Módulo 3 CEDETEC,iPad
MATEMATICAS APLICADAS Y COMPUTACION,C01,L10,10/18/24 15:20,10/18/24 17:50,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C01,C27,10/18/24 15:18,10/18/24 17:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C04,C30,10/18/24 15:19,10/18/24 17:49,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C04,C29,10/18/24 15:17,10/18/24 17:47,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C28,10/18/24 15:16,10/18/24 17:46,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C27,10/18/24 15:15,10/18/24 17:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C26,10/18/24 15:12,10/18/24 17:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C25,10/18/24 15:12,10/18/24 17:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C01,L09,10/18/24 15:10,10/18/24 17:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C25,10/18/24 15:08,10/18/24 17:38,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L08,10/18/24 15:07,10/18/24 17:37,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L07,10/18/24 15:06,10/18/24 17:36,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L15,10/18/24 15:04,10/18/24 17:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L13,10/18/24 15:03,10/18/24 17:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C24,10/18/24 15:01,10/18/24 17:31,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C01,C24,10/18/24 15:01,10/18/24 17:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L06,10/18/24 14:58,10/18/24 17:28,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L10,10/18/24 14:53,10/18/24 17:23,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C23,10/18/24 15:00,10/18/24 17:30,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C22,10/18/24 14:51,10/18/24 17:21,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C01,C23,10/18/24 14:47,10/18/24 17:17,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L08,10/18/24 14:45,10/18/24 17:15,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L05,10/18/24 14:44,10/18/24 17:14,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,C22,10/18/24 14:44,10/18/24 17:14,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C04,C21,10/18/24 14:47,10/18/24 17:17,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C01,L04,10/18/24 14:43,10/18/24 17:13,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L03,10/18/24 14:42,10/18/24 17:12,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L05,10/18/24 14:39,10/18/24 17:09,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L04,10/18/24 14:38,10/18/24 17:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L02,10/18/24 14:32,10/18/24 17:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C20,10/18/24 14:28,10/18/24 16:58,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C01,C21,10/18/24 14:27,10/18/24 16:57,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DISEÃ‘O GRAFICO,C04,L03,10/18/24 14:23,10/18/24 16:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L02,10/18/24 14:19,10/18/24 16:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L01,10/18/24 14:18,10/18/24 16:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L30,10/18/24 14:18,10/18/24 16:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L29,10/18/24 14:17,10/18/24 16:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L28,10/18/24 14:18,10/18/24 16:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L27,10/18/24 14:18,10/18/24 16:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L26,10/18/24 14:15,10/18/24 16:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L01,10/18/24 14:12,10/18/24 16:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C01,C20,10/18/24 14:10,10/18/24 16:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C03,E26,10/18/24 14:10,10/18/24 16:40,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
SOCIOLOGIA,C01,C19,10/18/24 14:06,10/18/24 16:36,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C03,E25,10/18/24 13:59,10/18/24 16:29,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C05,L03,10/18/24 13:57,10/18/24 16:27,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
PROFESOR,C03,E24,10/18/24 13:54,10/18/24 16:24,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
LENGUA Y LITERATURAS HISPANICAS,C03,E23,10/18/24 13:52,10/18/24 16:22,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C04,C19,10/18/24 13:51,10/18/24 16:21,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
HISTORIA,C01,C18,10/18/24 13:48,10/18/24 16:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L24,10/18/24 13:40,10/18/24 16:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
LENGUA Y LITERATURAS HISPANICAS,C04,C18,10/18/24 13:36,10/18/24 16:06,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C17,10/18/24 13:34,10/18/24 16:04,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L23,10/18/24 13:34,10/18/24 16:04,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L19,10/18/24 13:27,10/18/24 15:57,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
LENGUA Y LITERATURAS HISPANICAS,C03,E21,10/18/24 13:25,10/18/24 15:55,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C01,C16,10/18/24 13:20,10/18/24 15:50,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L22,10/18/24 13:20,10/18/24 15:50,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
LENGUA Y LITERATURAS HISPANICAS,C04,C17,10/18/24 13:22,10/18/24 15:52,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L20,10/18/24 13:14,10/18/24 15:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
HISTORIA,C03,E20,10/18/24 13:13,10/18/24 15:43,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
LENGUA Y LITERATURAS HISPANICAS,C04,C16,10/18/24 13:12,10/18/24 15:42,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L18,10/18/24 13:11,10/18/24 15:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
LENGUA Y LITERATURAS HISPANICAS,C03,E18,10/18/24 13:11,10/18/24 15:41,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DISEÃ‘O GRAFICO,C04,L17,10/18/24 13:11,10/18/24 15:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C05,C13,10/18/24 13:10,10/18/24 15:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L15,10/18/24 13:08,10/18/24 15:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C04,C15,10/18/24 13:06,10/18/24 15:36,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C04,C14,10/18/24 13:06,10/18/24 15:36,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
LENGUA Y LITERATURAS HISPANICAS,C03,E17,10/18/24 13:03,10/18/24 15:33,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
LENGUA Y LITERATURAS HISPANICAS,C03,E16,10/18/24 13:05,10/18/24 15:35,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
LENGUA Y LITERATURAS HISPANICAS,C05,C12,10/18/24 12:59,10/18/24 15:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C05,C11,10/18/24 12:55,10/18/24 15:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C03,E15,10/18/24 12:54,10/18/24 15:24,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L14,10/18/24 12:47,10/18/24 15:17,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L20,10/18/24 12:41,10/18/24 15:11,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L13,10/18/24 12:39,10/18/24 15:09,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L09,10/18/24 12:36,10/18/24 15:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C05,C10,10/18/24 12:30,10/18/24 15:00,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C05,C09,10/18/24 12:25,10/18/24 14:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
INGENIERIA CIVIL,C05,C08,10/18/24 12:21,10/18/24 14:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L19,10/18/24 12:19,10/18/24 14:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C03,E14,10/18/24 12:19,10/18/24 14:49,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C13,10/18/24 12:17,10/18/24 14:47,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L07,10/18/24 12:15,10/18/24 14:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L03,10/18/24 12:13,10/18/24 14:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L01,10/18/24 12:10,10/18/24 14:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L16,10/18/24 12:03,10/18/24 14:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L11,10/18/24 12:00,10/18/24 14:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L18,10/18/24 11:57,10/18/24 14:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L17,10/18/24 11:51,10/18/24 14:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C01,C15,10/18/24 11:49,10/18/24 14:19,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C03,L16,10/18/24 11:48,10/18/24 14:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C05,C07,10/18/24 11:51,10/18/24 14:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DISEÃ‘O GRAFICO,C04,L10,10/18/24 11:47,10/18/24 14:17,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L09,10/18/24 11:28,10/18/24 13:58,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C01,C14,10/18/24 11:23,10/18/24 13:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C13,10/18/24 11:23,10/18/24 13:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C04,C12,10/18/24 11:19,10/18/24 13:49,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C03,L15,10/18/24 11:20,10/18/24 13:50,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C10,10/18/24 11:13,10/18/24 13:43,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L08,10/18/24 11:13,10/18/24 13:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L07,10/18/24 11:04,10/18/24 13:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C04,C08,10/18/24 11:04,10/18/24 13:34,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C05,C06,10/18/24 11:03,10/18/24 13:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C01,C12,10/18/24 11:03,10/18/24 13:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C03,E13,10/18/24 11:02,10/18/24 13:32,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C03,E12,10/18/24 10:59,10/18/24 13:29,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C01,C11,10/18/24 10:54,10/18/24 13:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C03,E11,10/18/24 10:54,10/18/24 13:24,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C03,L14,10/18/24 10:53,10/18/24 13:23,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C02,T18,10/18/24 10:52,10/18/24 13:22,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ECONOMIA,C03,L13,10/18/24 10:52,10/18/24 13:22,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L05,10/18/24 10:47,10/18/24 13:17,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C03,E10,10/18/24 10:45,10/18/24 13:15,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L04,10/18/24 10:40,10/18/24 13:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L12,10/18/24 10:35,10/18/24 13:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L11,10/18/24 10:32,10/18/24 13:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L10,10/18/24 10:32,10/18/24 13:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,L09,10/18/24 10:30,10/18/24 13:00,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L02,10/18/24 10:26,10/18/24 12:56,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,C05,10/18/24 10:25,10/18/24 12:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L01,10/18/24 10:24,10/18/24 12:54,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L30,10/18/24 10:25,10/18/24 12:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L08,10/18/24 10:23,10/18/24 12:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,L07,10/18/24 10:20,10/18/24 12:50,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C02,L20,10/18/24 10:20,10/18/24 12:50,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C07,10/18/24 10:17,10/18/24 12:47,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C03,L06,10/18/24 10:20,10/18/24 12:50,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L05,10/18/24 10:15,10/18/24 12:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,L04,10/18/24 10:18,10/18/24 12:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,C10,10/18/24 10:11,10/18/24 12:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L03,10/18/24 10:11,10/18/24 12:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,L02,10/18/24 10:10,10/18/24 12:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,L01,10/18/24 10:15,10/18/24 12:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PROFESOR,C03,E09,10/18/24 10:09,10/18/24 12:39,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C02,L19,10/18/24 10:02,10/18/24 12:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C04,C06,10/18/24 10:06,10/18/24 12:36,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L29,10/18/24 10:01,10/18/24 12:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L28,10/18/24 10:01,10/18/24 12:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L27,10/18/24 10:01,10/18/24 12:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L18,10/18/24 10:00,10/18/24 12:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C04,L26,10/18/24 10:00,10/18/24 12:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L24,10/18/24 9:59,10/18/24 12:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,10/18/24 9:59,10/18/24 12:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C02,L16,10/18/24 9:57,10/18/24 12:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,C04,10/18/24 9:59,10/18/24 12:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C02,L15,10/18/24 9:57,10/18/24 12:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C04,C05,10/18/24 9:56,10/18/24 12:26,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L14,10/18/24 9:58,10/18/24 12:28,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L13,10/18/24 9:58,10/18/24 12:28,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
